repeat,case,project,routes,path_len,providers_per_rule,prefix_rules_per_origin,origin_diversity_pct,generated_prefix_rules,active_prefix_rules,distinct_origins,proto,wall_us,total_ns,total_us,calls,avg_ns,rss_kb,user_us,sys_us,minflt,majflt,nvcsw,nivcsw,log_file
1,original-global,bird,1000000,4,10,2,1,20000,20000,10000,test_routes,906155,151801339,151801,1000000,151,1866908,3750307,1231469,469332,0,0,127,
2,original-global,bird,1000000,4,10,2,1,20000,20000,10000,test_routes,925245,155882919,155882,1000000,155,1867028,3919741,1099931,469333,0,0,91,
3,original-global,bird,1000000,4,10,2,1,20000,20000,10000,test_routes,918899,153425201,153425,1000000,153,1866996,3963150,1034745,469333,0,1,94,
4,original-global,bird,1000000,4,10,2,1,20000,20000,10000,test_routes,999580,156690991,156690,1000000,156,1867136,4087127,1482239,469333,0,0,245,
5,original-global,bird,1000000,4,10,2,1,20000,20000,10000,test_routes,933789,155360043,155360,1000000,155,1866908,3818956,1191674,469334,0,0,79,
6,original-global,bird,1000000,4,10,2,1,20000,20000,10000,test_routes,933956,154528577,154528,1000000,154,1866816,3901716,1232559,469330,0,0,94,
7,original-global,bird,1000000,4,10,2,1,20000,20000,10000,test_routes,900783,152884641,152884,1000000,152,1867288,3833294,1179140,469337,0,0,153,
8,original-global,bird,1000000,4,10,2,1,20000,20000,10000,test_routes,928171,154638217,154638,1000000,154,1866936,3950752,1115692,469331,0,0,217,
9,original-global,bird,1000000,4,10,2,1,20000,20000,10000,test_routes,921493,158425846,158425,1000000,158,1867160,3825275,1211140,469332,0,0,67,
10,original-global,bird,1000000,4,10,2,1,20000,20000,10000,test_routes,935318,153315649,153315,1000000,153,1867036,3791326,1227840,469331,0,0,221,
1,linear-global,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,1168841,162253863,162253,1000000,162,1871392,4464313,1518805,470432,0,0,165,
1,linear-hit,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,976744,184645999,184645,1000000,184,1902008,4048284,1214932,478227,0,0,191,
1,linear-miss,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,929497,170671931,170671,1000000,170,1902028,4070991,1074700,478230,0,0,147,
2,linear-global,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,932654,151506085,151506,1000000,151,1871404,3976678,1150883,470433,0,0,69,
2,linear-hit,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,969624,185038011,185038,1000000,185,1901828,4047528,1173662,478226,0,0,146,
2,linear-miss,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,979919,170018101,170018,1000000,170,1902064,4139548,1118835,478227,0,0,84,
3,linear-global,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,977842,155330024,155330,1000000,155,1871668,4018577,1227594,470435,0,0,83,
3,linear-hit,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,981748,183568721,183568,1000000,183,1902000,4191573,1118839,478229,0,0,158,
3,linear-miss,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,964568,170816996,170816,1000000,170,1901896,4191798,1091955,478228,0,0,55,
4,linear-global,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,921789,151517981,151517,1000000,151,1871304,3913137,1164234,470430,0,0,78,
4,linear-hit,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,967863,185560020,185560,1000000,185,1901812,4084895,1135127,478228,0,0,82,
4,linear-miss,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,955136,171986021,171986,1000000,171,1901732,4101357,1095297,478225,0,0,75,
5,linear-global,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,902921,151452586,151452,1000000,151,1871688,3840378,1230842,470436,0,0,70,
5,linear-hit,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,992072,184199801,184199,1000000,184,1901848,4093105,1271118,478226,0,0,45,
5,linear-miss,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,922573,169854334,169854,1000000,169,1901900,4017315,1187197,478229,0,0,63,
6,linear-global,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,967089,154481293,154481,1000000,154,1871688,3943465,1231829,470436,0,0,77,
6,linear-hit,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,981401,187468936,187468,1000000,187,1902048,4069776,1255299,478230,0,0,87,
6,linear-miss,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,951920,170163101,170163,1000000,170,1902008,4031205,1254502,478226,0,0,86,
7,linear-global,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,1052397,159966144,159966,1000000,159,1871572,4292356,1394788,470434,0,0,84,
7,linear-hit,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,978663,185480796,185480,1000000,185,1901920,4103812,1258702,478229,0,0,662,
7,linear-miss,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,991306,173936308,173936,1000000,173,1901800,4201252,1087307,478227,0,0,57,
8,linear-global,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,955659,152984993,152984,1000000,152,1871648,4204910,1325747,470434,0,0,252,
8,linear-hit,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,987334,184810180,184810,1000000,184,1901828,4080252,1164653,478227,0,0,165,
8,linear-miss,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,936377,169377212,169377,1000000,169,1902016,4029127,1144271,478228,0,0,24,
9,linear-global,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,935036,151487975,151487,1000000,151,1871620,3926492,1243517,470435,0,1,148,
9,linear-hit,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,983225,185342189,185342,1000000,185,1901936,4133705,1234144,478227,0,0,153,
9,linear-miss,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,963581,172094852,172094,1000000,172,1901824,4298853,1222653,478229,0,0,124,
10,linear-global,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,929530,152462126,152462,1000000,152,1871468,3976957,1163075,470434,0,0,453,
10,linear-hit,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,1101410,193613905,193613,1000000,193,1901904,4496340,1486788,478226,0,0,149,
10,linear-miss,linear,1000000,4,10,2,1,20000,20000,10000,test_routes,971119,174699579,174699,1000000,174,1902020,4233596,1095382,478227,0,0,131,
1,trie-global,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1021856,160234661,160234,1000000,160,1887940,4224094,1104022,474582,0,0,133,
1,trie-hit,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1167511,294986896,294986,1000000,294,2002120,4224646,1334951,503243,0,0,85,
1,trie-miss,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1103035,244051243,244051,1000000,244,2001928,4216274,1314761,503242,0,0,57,
2,trie-global,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1023500,161555727,161555,1000000,161,1888048,4074903,1266396,474583,0,0,71,
2,trie-hit,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1152760,298654636,298654,1000000,298,2002088,4210593,1394210,503243,0,0,79,
2,trie-miss,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1115929,243879888,243879,1000000,243,2001896,4268938,1255170,503240,0,0,82,
3,trie-global,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1054646,164489450,164489,1000000,164,1888004,4229408,1207236,474581,0,0,78,
3,trie-hit,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1319687,331312597,331312,1000000,331,2001944,4663406,1711873,503242,0,0,154,
3,trie-miss,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1132161,242586181,242586,1000000,242,2001992,4146236,1357991,503241,0,0,66,
4,trie-global,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1188284,169083125,169083,1000000,169,1887988,4550150,1684025,474582,0,0,1473,
4,trie-hit,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1170590,303262112,303262,1000000,303,2001976,4384825,1239066,503242,0,0,70,
4,trie-miss,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1140510,247176811,247176,1000000,247,2001980,4275083,1303712,503242,0,0,70,
5,trie-global,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1057939,162173553,162173,1000000,162,1888068,4210325,1223477,474584,0,0,84,
5,trie-hit,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1153621,294289785,294289,1000000,294,2002104,4346885,1226560,503241,0,0,80,
5,trie-miss,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1148154,251483068,251483,1000000,251,2001832,4376760,1259049,503242,0,0,76,
6,trie-global,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1034031,161189009,161189,1000000,161,1888076,4125239,1275127,474582,0,0,184,
6,trie-hit,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1149582,295344715,295344,1000000,295,2001852,4238771,1311588,503245,0,0,377,
6,trie-miss,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1429417,285328166,285328,1000000,285,2002124,4981417,1667190,503242,0,0,111,
7,trie-global,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1043806,161277082,161277,1000000,161,1887940,4064822,1301746,474583,0,0,176,
7,trie-hit,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1110384,297782796,297782,1000000,297,2002040,4217711,1351300,503244,0,0,98,
7,trie-miss,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1130426,245391838,245391,1000000,245,2002096,4294552,1190537,503241,0,1,103,
8,trie-global,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1010316,162980930,162980,1000000,162,1887892,4214637,1092431,474580,0,0,335,
8,trie-hit,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1375570,333932849,333932,1000000,333,2002020,4365070,1648645,503242,0,0,142,
8,trie-miss,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1258813,266159233,266159,1000000,266,2002012,4467910,1694450,503241,0,0,133,
9,trie-global,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1015010,161810084,161810,1000000,161,1888152,4198749,1088689,474583,0,0,199,
9,trie-hit,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1285362,316713480,316713,1000000,316,2002044,4642151,1378361,503243,0,0,79,
9,trie-miss,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1250272,266765399,266765,1000000,266,2002020,4626002,1562009,503242,0,0,123,
10,trie-global,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1041011,161683943,161683,1000000,161,1887892,4117123,1211133,474585,0,0,262,
10,trie-hit,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1099549,291811506,291811,1000000,291,2001912,4148379,1294892,503241,0,0,72,
10,trie-miss,bird-prefix-trie,1000000,4,10,2,1,20000,20000,10000,test_routes,1365157,271604073,271604,1000000,271,2001980,4775699,1554591,503241,0,0,74,
1,hybrid-global,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1028392,148884497,148884,1000000,148,1888436,4151544,1218627,474663,0,0,64,
1,hybrid-hit,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1041324,187665718,187665,1000000,187,1919236,4175402,1211834,482508,0,0,59,
1,hybrid-miss,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1059938,173206120,173206,1000000,173,1919168,4161779,1251268,482507,0,0,82,
2,hybrid-global,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1027334,148354561,148354,1000000,148,1888464,4022386,1291577,474664,0,0,57,
2,hybrid-hit,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1036287,187332469,187332,1000000,187,1919128,4244662,1188190,482506,0,0,192,
2,hybrid-miss,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1110450,177137731,177137,1000000,177,1919056,4195072,1330473,482505,0,0,137,
3,hybrid-global,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,998379,147928939,147928,1000000,147,1888612,4160450,1175018,474665,0,0,260,
3,hybrid-hit,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1175866,197475784,197475,1000000,197,1919096,4682334,1502486,482505,0,0,101,
3,hybrid-miss,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1020285,172187472,172187,1000000,172,1919040,4095700,1260007,482507,0,0,85,
4,hybrid-global,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1031627,147833625,147833,1000000,147,1888492,3970530,1331386,474664,0,0,60,
4,hybrid-hit,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1184895,196264286,196264,1000000,196,1918860,4537155,1714893,482505,0,0,79,
4,hybrid-miss,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1173358,179276451,179276,1000000,179,1919036,4810708,1478401,482504,0,0,100,
5,hybrid-global,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1027585,148928278,148928,1000000,148,1888508,4035152,1446327,474665,0,0,64,
5,hybrid-hit,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1023119,187868760,187868,1000000,187,1919020,4205308,1219251,482505,0,0,79,
5,hybrid-miss,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1288448,190923268,190923,1000000,190,1919152,4835195,1609087,482507,0,0,84,
6,hybrid-global,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,980288,147443735,147443,1000000,147,1888588,4053015,1333673,474666,0,0,350,
6,hybrid-hit,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1005016,186860062,186860,1000000,186,1918968,4150860,1211690,482506,0,0,24,
6,hybrid-miss,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1046116,173379659,173379,1000000,173,1918964,4147083,1271753,482505,0,0,33,
7,hybrid-global,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,989253,148303124,148303,1000000,148,1888388,4107822,1123952,474664,0,0,34,
7,hybrid-hit,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1039122,187011648,187011,1000000,187,1919100,4170787,1247596,482508,0,0,89,
7,hybrid-miss,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1030566,171216100,171216,1000000,171,1919092,4210721,1187661,482507,0,0,62,
8,hybrid-global,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,984275,147529003,147529,1000000,147,1888476,3981783,1255246,474665,0,0,76,
8,hybrid-hit,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1013156,188523131,188523,1000000,188,1919048,4080418,1298912,482506,0,0,23,
8,hybrid-miss,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1054559,171243497,171243,1000000,171,1919100,4215300,1227748,482508,0,0,96,
9,hybrid-global,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1028585,147109291,147109,1000000,147,1888544,4152382,1100179,474664,0,0,115,
9,hybrid-hit,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1037497,189646878,189646,1000000,189,1919244,4112768,1251083,482508,0,0,85,
9,hybrid-miss,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1025661,174065257,174065,1000000,174,1919140,4081912,1383225,482507,0,0,194,
10,hybrid-global,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1016508,149157172,149157,1000000,149,1888544,4102967,1603665,474664,0,0,70,
10,hybrid-hit,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1086712,193084486,193084,1000000,193,1919084,4299993,1550495,482507,0,0,85,
10,hybrid-miss,bird-prefix-hybrid,1000000,4,10,2,1,20000,20000,10000,test_routes,1092638,176375634,176375,1000000,176,1919208,4407872,1133925,482509,0,0,167,
1,linear-hit,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,1045088,199025627,199025,1000000,199,1956272,4297857,1136512,492121,0,0,185,
1,linear-miss,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,952981,195653512,195653,1000000,195,1956540,4230095,1111464,492123,0,0,102,
1,linear-global,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,935305,163844270,163844,1000000,163,1895616,3995086,1155735,476593,0,0,117,
2,linear-hit,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,976995,199619856,199619,1000000,199,1956488,4098569,1259495,492121,0,0,94,
2,linear-miss,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,1074175,200273556,200273,1000000,200,1956096,4572696,1294152,492122,0,0,879,
2,linear-global,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,970072,166379483,166379,1000000,166,1895736,4068755,1128210,476595,0,0,141,
3,linear-hit,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,1006797,198268239,198268,1000000,198,1956480,4292880,1182057,492122,0,0,110,
3,linear-miss,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,973178,185994255,185994,1000000,185,1956436,4302636,1227646,492122,0,0,80,
3,linear-global,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,969823,163925680,163925,1000000,163,1895672,4174143,1254074,476595,0,0,99,
4,linear-hit,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,975335,198968027,198968,1000000,198,1956424,4199943,1178852,492121,0,0,57,
4,linear-miss,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,993971,187935760,187935,1000000,187,1956560,4281094,1103268,492121,0,0,57,
4,linear-global,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,919654,162233506,162233,1000000,162,1895816,4084743,1159099,476596,0,0,65,
5,linear-hit,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,1001952,201502732,201502,1000000,201,1956624,4320026,1184026,492123,0,0,71,
5,linear-miss,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,947689,185646185,185646,1000000,185,1956564,4345823,1042514,492121,0,0,70,
5,linear-global,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,974744,165136171,165136,1000000,165,1895948,4045332,1155282,476597,0,0,74,
6,linear-hit,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,978606,201404180,201404,1000000,201,1956452,4220529,1207042,492123,0,0,39,
6,linear-miss,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,986532,185249237,185249,1000000,185,1956436,4346174,1103469,492121,0,0,69,
6,linear-global,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,930399,164086324,164086,1000000,164,1895680,4075350,1084920,476594,0,0,32,
7,linear-hit,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,998901,199623413,199623,1000000,199,1956432,4172631,1320287,492121,0,0,25,
7,linear-miss,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,980199,188115236,188115,1000000,188,1956424,4203731,1203935,492122,0,0,12,
7,linear-global,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,1074221,175591178,175591,1000000,175,1895800,4211754,1499889,476595,0,0,58,
8,linear-hit,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,1148612,218613940,218613,1000000,218,1956308,4856262,1390841,492120,0,0,56,
8,linear-miss,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,998578,209286718,209286,1000000,209,1956368,4263374,1199845,492121,0,0,10,
8,linear-global,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,976711,164058604,164058,1000000,164,1895676,4153169,1163217,476594,0,0,34,
9,linear-hit,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,1039365,205875847,205875,1000000,205,1956416,4342423,1179569,492121,0,0,9,
9,linear-miss,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,1040259,200424479,200424,1000000,200,1956560,4302927,1238501,492120,0,0,69,
9,linear-global,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,961023,164086546,164086,1000000,164,1895944,4098601,1166329,476597,0,0,75,
10,linear-hit,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,1000571,201721642,201721,1000000,201,1956364,4317541,1191292,492122,0,0,49,
10,linear-miss,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,989539,188011074,188011,1000000,188,1956360,4162391,1239573,492120,0,0,70,
10,linear-global,linear,1000000,4,10,2,2,40000,40000,20000,test_routes,925864,163146094,163146,1000000,163,1895740,3948226,1259982,476593,0,0,10,
1,trie-hit,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1201710,367512838,367512,1000000,367,2144732,4273999,1418021,539170,0,0,176,
1,trie-miss,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1166575,322692910,322692,1000000,322,2144652,4173555,1463046,539170,0,0,103,
1,trie-global,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1023048,173894595,173894,1000000,173,1915968,4126260,1180756,481686,0,0,52,
2,trie-hit,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1172234,370635459,370635,1000000,370,2144652,4249801,1395265,539169,0,0,87,
2,trie-miss,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1193835,319191614,319191,1000000,319,2144736,4313083,1351101,539172,0,0,85,
2,trie-global,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1027530,175896898,175896,1000000,175,1916244,4068009,1276015,481688,0,0,101,
3,trie-hit,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1206640,366923003,366923,1000000,366,2144464,4467137,1232889,539171,0,0,50,
3,trie-miss,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1176330,313928994,313928,1000000,313,2144508,4149699,1387201,539168,0,0,80,
3,trie-global,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1004389,173843198,173843,1000000,173,1916092,4180847,1155183,481686,0,0,66,
4,trie-hit,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1221550,375574688,375574,1000000,375,2144724,4354395,1350273,539169,0,0,596,
4,trie-miss,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1184365,324727423,324727,1000000,324,2144728,4288489,1376137,539171,0,0,116,
4,trie-global,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1033587,175712561,175712,1000000,175,1916224,4072629,1242947,481688,0,0,32,
5,trie-hit,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1200045,367605364,367605,1000000,367,2144808,4413542,1232428,539173,0,0,27,
5,trie-miss,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1191685,326123190,326123,1000000,326,2144756,4234847,1363653,539170,0,0,31,
5,trie-global,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1007215,184636464,184636,1000000,184,1916080,4002860,1227655,481688,0,0,31,
6,trie-hit,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1195467,363726235,363726,1000000,363,2144816,4275815,1291949,539172,0,0,25,
6,trie-miss,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1195237,322703610,322703,1000000,322,2144704,4294070,1339412,539171,0,0,76,
6,trie-global,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1020742,176001613,176001,1000000,176,1916044,4044046,1236016,481684,0,0,34,
7,trie-hit,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1224608,371908859,371908,1000000,371,2144720,4448485,1284158,539170,0,0,29,
7,trie-miss,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1176526,321587654,321587,1000000,321,2144652,4410305,1215608,539170,0,0,122,
7,trie-global,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1001561,173620441,173620,1000000,173,1916060,4147136,1123781,481687,0,0,75,
8,trie-hit,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1195539,366243634,366243,1000000,366,2144696,4259684,1291952,539169,0,0,65,
8,trie-miss,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1211488,327535315,327535,1000000,327,2144808,4383053,1251778,539173,0,0,68,
8,trie-global,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1032753,174742560,174742,1000000,174,1916232,4197191,1136361,481687,0,0,142,
9,trie-hit,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1200086,365653389,365653,1000000,365,2144688,4289638,1315237,539170,0,0,40,
9,trie-miss,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1138921,314192829,314192,1000000,314,2144736,4227580,1315858,539170,0,1,46,
9,trie-global,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,973361,172737097,172737,1000000,172,1915960,4095360,1079753,481685,0,0,118,
10,trie-hit,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1294391,404273038,404273,1000000,404,2144696,4431407,1675793,539170,0,0,12,
10,trie-miss,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1217209,340989491,340989,1000000,340,2144744,4340166,1256033,539172,0,0,24,
10,trie-global,bird-prefix-trie,1000000,4,10,2,2,40000,40000,20000,test_routes,1105185,182073194,182073,1000000,182,1916084,4399989,1400013,481685,0,0,13,
1,hybrid-hit,bird-prefix-hybrid,1000000,4,10,2,2,40000,40000,20000,test_routes,983538,201251877,201251,1000000,201,1978832,4222377,1203556,497686,0,0,45,
1,hybrid-miss,bird-prefix-hybrid,1000000,4,10,2,2,40000,40000,20000,test_routes,1034454,189850135,189850,1000000,189,1978768,4243576,1143873,497683,0,0,61,
1,hybrid-global,bird-prefix-hybrid,1000000,4,10,2,2,40000,40000,20000,test_routes,960496,161975330,161975,1000000,161,1917524,4039519,1139868,482000,0,0,39,
2,hybrid-hit,bird-prefix-hybrid,1000000,4,10,2,2,40000,40000,20000,test_routes,1010009,203903023,203903,1000000,203,1978620,4319704,1106887,497683,0,0,67,
2,hybrid-miss,bird-prefix-hybrid,1000000,4,10,2,2,40000,40000,20000,test_routes,1028801,190678599,190678,1000000,190,1978780,4337949,1071538,497686,0,0,57,
2,hybrid-global,bird-prefix-hybrid,1000000,4,10,2,2,40000,40000,20000,test_routes,1015954,162996185,162996,1000000,162,1917536,4124852,1132236,481999,0,0,42,
3,hybrid-hit,bird-prefix-hybrid,1000000,4,10,2,2,40000,40000,20000,test_routes,1000748,202730967,202730,1000000,202,1978828,4358117,1147540,497683,0,0,31,
3,hybrid-miss,bird-prefix-hybrid,1000000,4,10,2,2,40000,40000,20000,test_routes,1252513,212918183,212918,1000000,212,1978756,4802035,1311309,497684,0,0,102,
3,hybrid-global,bird-prefix-hybrid,1000000,4,10,2,2,40000,40000,20000,test_routes,1017266,161076943,161076,1000000,161,1917508,4082060,1107522,481998,0,0,62,
4,hybrid-hit,bird-prefix-hybrid,1000000,4,10,2,2,40000,40000,20000,test_routes,1018407,204886493,204886,1000000,204,1978764,4244306,1147004,497686,0,0,60,
4,hybrid-miss,bird-prefix-hybrid,1000000,4,10,2,2,40000,40000,20000,test_routes,1047971,188909629,188909,1000000,188,1978704,4189871,1215455,497685,0,0,62,
4,hybrid-global,bird-prefix-hybrid,1000000,4,10,2,2,40000,40000,20000,test_routes,1023566,161474414,161474,1000000,161,1917480,3907550,1342491,482000,0,0,110,
