repeat,case,project,routes,path_len,providers_per_rule,prefix_rules_per_origin,origin_diversity_pct,generated_prefix_rules,active_prefix_rules,distinct_origins,proto,wall_us,total_ns,total_us,calls,avg_ns,rss_kb,user_us,sys_us,minflt,majflt,nvcsw,nivcsw,log_file
7,original-global,bird,1000000,4,10,8,2,160000,160000,20000,test_routes,872057,164309920,164309,1000000,164,1886924,3843021,1071746,474390,0,0,45,
8,original-global,bird,1000000,4,10,8,2,160000,160000,20000,test_routes,1041271,175964827,175964,1000000,175,1887164,4369968,1367434,474394,0,0,38,
9,original-global,bird,1000000,4,10,8,2,160000,160000,20000,test_routes,1161343,181040415,181040,1000000,181,1887148,4576385,1426920,474394,0,0,99,
10,original-global,bird,1000000,4,10,8,2,160000,160000,20000,test_routes,921311,163286396,163286,1000000,163,1887124,3929064,1070054,474390,0,0,81,
1,linear-hit,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,1000867,242072733,242072,1000000,242,2045588,4552120,1099109,514924,0,0,77,
1,linear-miss,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,1035916,233048860,233048,1000000,233,2045772,4529243,1167271,514923,0,0,79,
1,linear-global,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,878030,159769536,159769,1000000,159,1895736,3892013,1106868,476594,0,0,141,
2,linear-hit,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,1029084,241436756,241436,1000000,241,2045840,4466137,1187538,514926,0,0,80,
2,linear-miss,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,1037493,231987546,231987,1000000,231,2045728,4562294,1191517,514924,0,0,69,
2,linear-global,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,885952,160536259,160536,1000000,160,1895728,3797897,1235313,476593,0,0,124,
3,linear-hit,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,985059,240097487,240097,1000000,240,2045692,4426822,1175700,514923,0,0,73,
3,linear-miss,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,970650,227965288,227965,1000000,227,2045688,4494865,1119698,514923,0,0,79,
3,linear-global,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,880038,159549644,159549,1000000,159,1895868,3994857,1059768,476593,0,0,70,
4,linear-hit,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,993473,239741466,239741,1000000,239,2045916,4383251,1226726,514925,0,0,96,
4,linear-miss,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,1002356,228603719,228603,1000000,228,2045852,4546832,1170662,514927,0,0,74,
4,linear-global,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,909330,161216258,161216,1000000,161,1895792,3895805,1171946,476595,0,0,59,
5,linear-hit,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,991802,241458044,241458,1000000,241,2045932,4499170,1194675,514929,0,0,69,
5,linear-miss,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,964902,226931210,226931,1000000,226,2045928,4349738,1247341,514927,0,0,67,
5,linear-global,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,903989,162492062,162492,1000000,162,1895756,3864083,1178707,476594,0,0,57,
6,linear-hit,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,990556,240415085,240415,1000000,240,2045744,4469883,1195391,514927,0,0,81,
6,linear-miss,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,1008649,228725472,228725,1000000,228,2045808,4548811,1099235,514928,0,0,77,
6,linear-global,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,879517,159887399,159887,1000000,159,1895760,3952196,1068077,476592,0,0,54,
7,linear-hit,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,979327,239710218,239710,1000000,239,2045752,4383432,1243861,514925,0,0,59,
7,linear-miss,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,974770,226725436,226725,1000000,226,2045800,4370319,1231542,514926,0,0,63,
7,linear-global,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,881441,161195289,161195,1000000,161,1895608,3875718,1099976,476592,0,0,55,
8,linear-hit,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,986816,239564172,239564,1000000,239,2045924,4451014,1186689,514926,0,0,81,
8,linear-miss,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,1039829,229816779,229816,1000000,229,2045864,4628556,1227108,514927,0,0,70,
8,linear-global,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,890602,159960271,159960,1000000,159,1895736,3980728,1088218,476594,0,0,59,
9,linear-hit,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,1003041,238721342,238721,1000000,238,2045748,4592716,1111209,514924,0,0,69,
9,linear-miss,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,985920,229371843,229371,1000000,229,2045820,4454609,1175652,514924,0,0,67,
9,linear-global,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,888594,159994789,159994,1000000,159,1895744,3840005,1168011,476594,0,0,56,
10,linear-hit,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,1179622,258702224,258702,1000000,258,2045648,5099977,1661793,514923,0,0,115,
10,linear-miss,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,1021441,230591388,230591,1000000,230,2045716,4727526,1031043,514926,0,0,59,
10,linear-global,linear,1000000,4,10,8,2,160000,160000,20000,test_routes,893504,160008528,160008,1000000,160,1895728,3786883,1195659,476592,0,0,62,
1,trie-hit,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,1202753,397940747,397940,1000000,397,2233848,4539513,1287864,561970,0,0,20,
1,trie-miss,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,1150761,338945639,338945,1000000,338,2234012,4371775,1427932,561971,0,0,27,
1,trie-global,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,1193177,191811531,191811,1000000,191,1916116,4644708,1379070,481682,0,0,141,
2,trie-hit,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,1237554,395044649,395044,1000000,395,2234056,4653811,1251422,561973,0,0,10,
2,trie-miss,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,1180192,338041503,338041,1000000,338,2234152,4445508,1339266,561975,0,0,10,
2,trie-global,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,943756,171523316,171523,1000000,171,1916232,3920446,1132099,481685,0,0,7,
3,trie-hit,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,1190410,392328337,392328,1000000,392,2233996,4592782,1445726,561973,0,0,115,
3,trie-miss,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,1200060,340530908,340530,1000000,340,2233920,4628814,1287145,561972,0,0,111,
3,trie-global,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,978212,173433180,173433,1000000,173,1916220,3925850,1187355,481683,0,0,55,
4,trie-hit,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,1236046,395956438,395956,1000000,395,2233812,4689376,1292341,561970,0,0,10,
4,trie-miss,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,1194430,352617426,352617,1000000,352,2234068,4560169,1340037,561974,0,0,10,
4,trie-global,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,944487,172683720,172683,1000000,172,1916300,3979985,1124002,481684,0,0,10,
5,trie-hit,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,1248848,396556080,396556,1000000,396,2234004,4693422,1334085,561974,0,0,126,
5,trie-miss,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,1159937,341047263,341047,1000000,341,2234128,4480429,1304127,561971,0,0,8,
5,trie-global,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,1129652,188341666,188341,1000000,188,1916140,4453287,1499059,481685,0,0,43,
6,trie-hit,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,1312073,427522849,427522,1000000,427,2234064,4726705,1335654,561972,0,0,8,
6,trie-miss,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,1218734,340133152,340133,1000000,340,2234068,4573712,1275386,561973,0,0,66,
6,trie-global,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,966859,173188450,173188,1000000,173,1916268,4032547,1064118,481683,0,0,19,
7,trie-hit,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,1190696,392298151,392298,1000000,392,2234084,4608490,1244093,561973,0,0,20,
7,trie-miss,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,1145950,335902879,335902,1000000,335,2233984,4526265,1279456,561972,0,0,17,
7,trie-global,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,941567,170529228,170529,1000000,170,1916340,3908440,1104126,481686,0,0,17,
8,trie-hit,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,1266076,396284702,396284,1000000,396,2233808,4618723,1311643,561969,0,0,54,
8,trie-miss,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,1177597,340000844,340000,1000000,340,2234088,4527946,1348009,561974,0,0,25,
8,trie-global,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,1165464,194431275,194431,1000000,194,1916056,4562081,1371616,481683,0,0,58,
9,trie-hit,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,1186839,393238649,393238,1000000,393,2234088,4596797,1247136,561974,0,0,21,
9,trie-miss,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,1168834,338976872,338976,1000000,338,2234068,4448380,1376139,561971,0,0,15,
9,trie-global,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,968045,172205405,172205,1000000,172,1916244,3967994,1115904,481687,0,0,26,
10,trie-hit,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,1241899,399135987,399135,1000000,399,2233952,4699708,1339939,561971,0,0,74,
10,trie-miss,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,1154944,337753066,337753,1000000,337,2233960,4456848,1304262,561971,0,0,8,
10,trie-global,bird-prefix-trie,1000000,4,10,8,2,160000,160000,20000,test_routes,948011,170935451,170935,1000000,170,1916208,3953481,1100372,481683,0,0,10,
1,original-global,bird,1000000,4,10,10,1,100000,100000,10000,test_routes,887692,153229879,153229,1000000,153,1867012,3907884,1007938,469331,0,0,21,
2,original-global,bird,1000000,4,10,10,1,100000,100000,10000,test_routes,859357,152001844,152001,1000000,152,1867032,3725535,1115275,469329,0,0,48,
3,original-global,bird,1000000,4,10,10,1,100000,100000,10000,test_routes,875294,153238290,153238,1000000,153,1867096,3774731,1035649,469332,0,0,7,
4,original-global,bird,1000000,4,10,10,1,100000,100000,10000,test_routes,897100,152132194,152132,1000000,152,1867196,3774595,1107607,469333,0,0,22,
5,original-global,bird,1000000,4,10,10,1,100000,100000,10000,test_routes,869811,152907152,152907,1000000,152,1866968,3585142,1272561,469332,0,0,28,
6,original-global,bird,1000000,4,10,10,1,100000,100000,10000,test_routes,876680,152549921,152549,1000000,152,1867228,3819741,1078824,469333,0,0,54,
7,original-global,bird,1000000,4,10,10,1,100000,100000,10000,test_routes,876148,153011318,153011,1000000,153,1867184,3743747,1143966,469334,0,0,53,
8,original-global,bird,1000000,4,10,10,1,100000,100000,10000,test_routes,860915,151861045,151861,1000000,151,1867140,3796425,1039047,469331,0,0,56,
9,original-global,bird,1000000,4,10,10,1,100000,100000,10000,test_routes,880781,152883125,152883,1000000,152,1867164,3662334,1191417,469333,0,0,56,
10,original-global,bird,1000000,4,10,10,1,100000,100000,10000,test_routes,945614,157376920,157376,1000000,157,1866960,3945895,1091453,469330,0,0,63,
1,linear-miss,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,961053,223691639,223691,1000000,223,1961668,4087556,1158738,493437,0,0,55,
1,linear-global,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,869672,152444945,152444,1000000,152,1871448,3790555,1143528,470431,0,0,50,
1,linear-hit,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,961100,234540782,234540,1000000,234,1961660,4126419,1179512,493436,0,0,56,
2,linear-miss,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,963411,222924944,222924,1000000,222,1961672,4219243,1023804,493437,0,0,56,
2,linear-global,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,851474,148690303,148690,1000000,148,1871396,3770599,1114398,470434,0,0,49,
2,linear-hit,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,975733,233934048,233934,1000000,233,1961576,4203175,1095812,493435,0,0,57,
3,linear-miss,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,970217,222282856,222282,1000000,222,1961404,4154672,1159655,493435,0,0,11,
3,linear-global,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,867342,150689748,150689,1000000,150,1871664,3735568,1123773,470435,0,0,14,
3,linear-hit,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,964764,237117232,237117,1000000,237,1961464,4065561,1192508,493437,0,0,8,
4,linear-miss,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,935849,222697138,222697,1000000,222,1961780,4004315,1192121,493439,0,0,23,
4,linear-global,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,861242,149363398,149363,1000000,149,1871540,3816850,1119076,470435,0,0,50,
4,linear-hit,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,998337,235391085,235391,1000000,235,1961548,4195240,1127811,493437,0,0,37,
5,linear-miss,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,1015474,229971671,229971,1000000,229,1961400,4260967,1199170,493435,0,0,12,
5,linear-global,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,894589,155011252,155011,1000000,155,1871600,3863834,1023921,470434,0,0,31,
5,linear-hit,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,985550,234042528,234042,1000000,234,1961588,4140856,1132245,493437,0,0,31,
6,linear-miss,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,940221,223932485,223932,1000000,223,1961444,4113759,1155267,493434,0,0,81,
6,linear-global,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,862707,149954172,149954,1000000,149,1871684,3777760,1147323,470435,0,0,77,
6,linear-hit,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,996455,240088957,240088,1000000,240,1961588,4211219,1142703,493436,0,0,68,
7,linear-miss,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,987736,223770861,223770,1000000,223,1961528,4265380,1083323,493435,0,0,80,
7,linear-global,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,882718,150160076,150160,1000000,150,1871512,3689939,1215286,470434,0,0,58,
7,linear-hit,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,989538,235636445,235636,1000000,235,1961672,4198180,1136652,493436,0,0,8,
8,linear-miss,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,956223,224056707,224056,1000000,224,1961632,4161997,1131391,493435,0,0,59,
8,linear-global,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,869853,150747724,150747,1000000,150,1871544,3783055,1063635,470435,0,0,54,
8,linear-hit,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,951335,233502085,233502,1000000,233,1961512,4125785,1171350,493435,0,0,57,
9,linear-miss,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,975622,225508852,225508,1000000,225,1961672,4167567,1078879,493437,0,0,60,
9,linear-global,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,903494,151915456,151915,1000000,151,1871532,3875383,1126656,470434,0,0,115,
9,linear-hit,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,998456,234993652,234993,1000000,234,1961376,4202579,1295606,493434,0,0,137,
10,linear-miss,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,933521,222006952,222006,1000000,222,1961532,4039611,1239897,493436,0,0,19,
10,linear-global,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,854533,149589958,149589,1000000,149,1871664,3749763,1143315,470434,0,0,25,
10,linear-hit,linear,1000000,4,10,10,1,100000,100000,10000,test_routes,958130,243130494,243130,1000000,243,1961528,4317173,1028328,493433,0,0,19,
1,trie-miss,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,1063654,255189138,255189,1000000,255,2061644,4384814,1194938,518448,0,0,72,
1,trie-global,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,976499,162993782,162993,1000000,162,1888240,3996407,1128110,474581,0,0,69,
1,trie-hit,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,1141314,327436698,327436,1000000,327,2061572,4423752,1170860,518448,0,0,61,
2,trie-miss,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,1122666,282474723,282474,1000000,282,2061564,4183544,1267801,518449,0,0,52,
2,trie-global,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,936825,158793161,158793,1000000,158,1888108,3898013,1067462,474581,0,0,44,
2,trie-hit,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,1155310,340510187,340510,1000000,340,2061584,4252818,1428295,518445,0,0,42,
3,trie-miss,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,1060783,257589434,257589,1000000,257,2061624,4175540,1291959,518447,0,0,11,
3,trie-global,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,976471,158887362,158887,1000000,158,1888096,3884899,1232305,474581,0,0,28,
3,trie-hit,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,1122638,314887993,314887,1000000,314,2061536,4247219,1223777,518447,0,0,11,
4,trie-miss,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,1038262,254508809,254508,1000000,254,2061572,4122478,1255534,518447,0,0,222,
4,trie-global,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,894570,157857360,157857,1000000,157,1888196,3680563,1224231,474582,0,0,27,
4,trie-hit,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,1100578,313496209,313496,1000000,313,2061628,4258389,1163503,518447,0,0,112,
5,trie-miss,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,1025161,260631146,260631,1000000,260,2061536,4072573,1276197,518448,0,0,16,
5,trie-global,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,986769,160267470,160267,1000000,160,1888032,3941004,1119143,474580,0,0,59,
5,trie-hit,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,1141475,327826792,327826,1000000,327,2061688,4215375,1347765,518447,0,0,223,
6,trie-miss,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,1070560,262318714,262318,1000000,262,2061616,4148049,1291953,518448,0,0,25,
6,trie-global,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,887698,158236673,158236,1000000,158,1888076,3861620,1147259,474582,0,0,55,
6,trie-hit,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,1098743,309372582,309372,1000000,309,2061576,4147533,1303778,518447,0,0,26,
7,trie-miss,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,1074420,251935350,251935,1000000,251,2061520,4199271,1187793,518446,0,0,27,
7,trie-global,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,1037668,159852143,159852,1000000,159,1888212,3898466,1152756,474583,0,0,16,
7,trie-hit,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,1257893,366814285,366814,1000000,366,2061748,4309336,1360445,518450,0,0,25,
8,trie-miss,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,1086762,277391416,277391,1000000,277,2061560,4183452,1214690,518448,0,0,58,
8,trie-global,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,906570,157624008,157624,1000000,157,1888240,3815049,1123743,474582,0,0,8,
8,trie-hit,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,1090856,311640797,311640,1000000,311,2061624,4122047,1247459,518447,0,0,12,
9,trie-miss,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,1032285,255129483,255129,1000000,255,2061544,4139392,1215821,518447,0,0,11,
9,trie-global,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,957657,158667430,158667,1000000,158,1887956,3931368,1226548,474582,0,0,75,
9,trie-hit,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,1108200,312741766,312741,1000000,312,2061500,4247441,1203889,518448,0,0,9,
10,trie-miss,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,1026397,252799040,252799,1000000,252,2061552,4250041,1084523,518446,0,0,9,
10,trie-global,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,906589,158281862,158281,1000000,158,1888080,3846634,1071640,474580,0,0,8,
10,trie-hit,bird-prefix-trie,1000000,4,10,10,1,100000,100000,10000,test_routes,1076530,309405649,309405,1000000,309,2061644,4170468,1196717,518447,0,0,9,
1,hybrid-miss,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,988143,220377730,220377,1000000,220,1978708,4038012,1211441,497716,0,0,8,
1,hybrid-global,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,948425,145449229,145449,1000000,145,1888544,3870720,1119493,474663,0,0,8,
1,hybrid-hit,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,1030072,236349743,236349,1000000,236,1978496,4191044,1183753,497714,0,0,34,
2,hybrid-miss,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,982028,219831011,219831,1000000,219,1978620,4150449,1139389,497714,0,0,7,
2,hybrid-global,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,921395,145823785,145823,1000000,145,1888492,3800205,1072068,474664,0,0,28,
2,hybrid-hit,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,987885,232343990,232343,1000000,232,1978644,4154857,1083672,497715,0,0,13,
3,hybrid-miss,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,994280,221177184,221177,1000000,221,1978684,4192130,1180071,497713,0,0,95,
3,hybrid-global,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,893202,144305015,144305,1000000,144,1888392,3823320,1103766,474664,0,0,19,
3,hybrid-hit,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,1039299,234402620,234402,1000000,234,1978668,4300419,1140109,497715,0,0,14,
4,hybrid-miss,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,995626,221579157,221579,1000000,221,1978796,4099030,1203829,497716,0,0,35,
4,hybrid-global,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,908626,144820336,144820,1000000,144,1888564,3762857,1151647,474666,0,0,26,
4,hybrid-hit,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,998662,233651356,233651,1000000,233,1978616,4195067,1095617,497715,0,0,41,
5,hybrid-miss,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,986260,221455210,221455,1000000,221,1978488,4146517,1124764,497714,0,0,29,
5,hybrid-global,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,908762,147596983,147596,1000000,147,1888620,3885098,1060210,474664,0,0,30,
5,hybrid-hit,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,1042046,234097481,234097,1000000,234,1978532,4180055,1196131,497713,0,0,15,
6,hybrid-miss,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,1028286,224783892,224783,1000000,224,1978564,4244611,1160232,497714,0,0,8,
6,hybrid-global,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,891038,144512974,144512,1000000,144,1888632,3844563,1128033,474667,0,0,6,
6,hybrid-hit,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,1005782,233140354,233140,1000000,233,1978568,4245762,1095476,497715,0,0,10,
7,hybrid-miss,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,998938,220475523,220475,1000000,220,1978824,4075110,1291752,497715,0,0,10,
7,hybrid-global,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,915055,145605011,145605,1000000,145,1888568,3873680,1068496,474666,0,0,7,
7,hybrid-hit,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,1038952,232925172,232925,1000000,232,1978756,4124872,1260303,497715,0,0,8,
8,hybrid-miss,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,1060689,221556927,221556,1000000,221,1978616,4216461,1176187,497714,0,0,7,
8,hybrid-global,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,1140341,149711105,149711,1000000,149,1888564,4343116,1667349,474665,0,0,38,
8,hybrid-hit,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,1049517,233965639,233965,1000000,233,1978684,4184895,1200287,497714,0,0,12,
9,hybrid-miss,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,1047519,222089981,222089,1000000,222,1978476,4246251,1123581,497714,0,0,26,
9,hybrid-global,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,980641,146995425,146995,1000000,146,1888500,3918719,1091668,474664,0,0,8,
9,hybrid-hit,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,1003963,237784999,237784,1000000,237,1978704,4173805,1119364,497716,0,0,8,
10,hybrid-miss,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,1026491,221587030,221587,1000000,221,1978616,4218426,1131576,497713,0,0,7,
10,hybrid-global,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,1081860,154647834,154647,1000000,154,1888480,4318985,1299790,474664,0,0,40,
10,hybrid-hit,bird-prefix-hybrid,1000000,4,10,10,1,100000,100000,10000,test_routes,1064294,238915022,238915,1000000,238,1978700,4126982,1231553,497715,0,0,10,
1,linear-global,linear,1000000,4,10,10,2,200000,200000,20000,test_routes,898487,161391363,161391,1000000,161,1895488,3971455,1387820,476595,0,0,13,
1,linear-hit,linear,1000000,4,10,10,2,200000,200000,20000,test_routes,1101739,256810393,256810,1000000,256,2075708,4748343,1604126,522539,0,0,22,
1,linear-miss,linear,1000000,4,10,10,2,200000,200000,20000,test_routes,984332,241564505,241564,1000000,241,2075772,4407507,1359851,522541,0,0,36,
2,linear-global,linear,1000000,4,10,10,2,200000,200000,20000,test_routes,911402,160714635,160714,1000000,160,1895720,3973427,1116496,476597,0,0,8,
2,linear-hit,linear,1000000,4,10,10,2,200000,200000,20000,test_routes,1010262,256019646,256019,1000000,256,2075728,4518202,1299465,522537,0,0,10,
2,linear-miss,linear,1000000,4,10,10,2,200000,200000,20000,test_routes,1006591,246860340,246860,1000000,246,2075752,4613689,1136446,522539,0,0,12,
3,linear-global,linear,1000000,4,10,10,2,200000,200000,20000,test_routes,890572,162343674,162343,1000000,162,1895660,4003537,1043918,476595,0,0,10,
3,linear-hit,linear,1000000,4,10,10,2,200000,200000,20000,test_routes,1012292,255521788,255521,1000000,255,2075664,4613778,1164492,522539,0,0,9,
3,linear-miss,linear,1000000,4,10,10,2,200000,200000,20000,test_routes,1009625,242706282,242706,1000000,242,2075600,4567660,1206796,522536,0,0,43,
4,linear-global,linear,1000000,4,10,10,2,200000,200000,20000,test_routes,915180,162633445,162633,1000000,162,1895852,3927211,1122656,476595,0,0,104,
