routes,path_len,providers_per_rule,prefix_rules_per_origin,origin_diversity_pct,generated_prefix_rules,active_prefix_rules,distinct_origins,case,wall_us_mean,wall_us_ci95,total_ns_mean,total_ns_ci95,total_us_mean,total_us_ci95,calls_mean,calls_ci95,avg_ns_mean,avg_ns_ci95,rss_kb_mean,rss_kb_ci95,user_us_mean,user_us_ci95,sys_us_mean,sys_us_ci95,minflt_mean,minflt_ci95,majflt_mean,majflt_ci95,nvcsw_mean,nvcsw_ci95,nivcsw_mean,nivcsw_ci95,delta_total_ns_pct_vs_original,delta_wall_pct_vs_original,delta_total_pct_vs_original,delta_avg_ns_pct_vs_original,delta_rss_pct_vs_original,delta_user_pct_vs_original,delta_sys_pct_vs_original
1000000,4,10,8,1,80000,80000,10000,trie-miss,1074168.8,25936.89,255623665.0,3374885.79,255623.2,3374.93,1000000.0,0.0,255.1,3.46,2046672.0,78.21,4186603.5,80650.39,1243835.4,43759.85,514643.5,0.7,0.0,0.0,0.0,0.0,35.1,9.28,66.33,19.84,66.33,66.51,9.62,9.56,8.58
1000000,4,10,8,2,160000,160000,20000,hybrid-global,962641.3,9624.85,160955928.3,1480848.92,160955.4,1480.74,1000000.0,0.0,160.5,1.52,1917432.8,83.24,3988715.7,33732.15,1116780.4,48408.04,482000.7,1.26,0.0,0.0,0.0,0.0,30.0,24.15,-3.20,2.80,-3.20,-3.20,1.61,0.42,-4.36
1000000,4,10,8,2,160000,160000,20000,hybrid-hit,1055900.3,12341.66,245025036.1,2020618.22,245024.6,2020.62,1000000.0,0.0,244.5,2.06,2068111.6,59.8,4543097.6,60046.79,1232589.1,63245.74,520491.2,0.81,0.0,0.0,0.0,0.0,35.8,18.89,47.35,12.76,47.35,47.47,9.60,14.38,5.56
1000000,4,10,8,2,160000,160000,20000,hybrid-miss,1073241.3,10717.33,229996786.9,838671.92,229996.3,838.65,1000000.0,0.0,229.4,0.9,2068099.2,57.09,4534959.8,82990.57,1219053.2,71079.86,520491.0,0.58,0.0,0.0,0.0,0.0,24.0,16.84,38.32,14.61,38.32,38.36,9.60,14.17,4.40
1000000,4,10,8,2,160000,160000,20000,original-global,936407.1,67070.61,166283879.9,4791736.26,166283.3,4791.72,1000000.0,0.0,165.8,4.81,1887023.6,100.38,3972012.1,193885.22,1167678.2,91281.83,474391.4,1.76,0.0,0.0,0.0,0.0,37.7,21.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000000,4,10,8,2,160000,160000,20000,linear-global,889099.7,7607.23,160461003.5,655199.33,160460.6,655.32,1000000.0,0.0,159.9,0.79,1895745.6,45.98,3888018.5,50907.36,1137254.3,42919.5,476593.3,0.76,0.0,0.0,0.0,0.0,73.7,22.58,-3.50,-5.05,-3.50,-3.56,0.46,-2.11,-2.61
1000000,4,10,8,2,160000,160000,20000,linear-hit,1013964.7,42781.27,242191952.7,4214114.86,242191.6,4214.13,1000000.0,0.0,241.7,4.19,2045778.4,86.31,4532452.2,150381.17,1228269.1,113585.25,514925.2,1.34,0.0,0.0,0.0,0.0,80.0,11.24,45.65,8.28,45.65,45.78,8.41,14.11,5.19
1000000,4,10,8,2,160000,160000,20000,linear-miss,1004192.6,20751.33,229376754.1,1469695.5,229376.2,1469.6,1000000.0,0.0,228.7,1.58,2045797.6,52.87,4521279.3,80702.88,1166106.9,47823.25,514925.5,1.32,0.0,0.0,0.0,0.0,70.4,4.85,37.94,7.24,37.94,37.94,8.41,13.83,-0.13
1000000,4,10,8,2,160000,160000,20000,trie-global,1017923.0,72810.6,177908322.2,6832446.37,177907.9,6832.42,1000000.0,0.0,177.4,6.83,1916212.4,61.95,4134881.9,210578.03,1207772.1,108101.12,481684.1,1.14,0.0,0.0,0.0,0.0,38.6,29.0,6.99,8.71,6.99,7.00,1.55,4.10,3.43
1000000,4,10,8,2,160000,160000,20000,trie-hit,1231319.4,28540.61,398630658.9,7442106.0,398630.1,7442.01,1000000.0,0.0,398.2,7.41,2233971.2,79.58,4641932.7,42764.07,1308990.3,43364.8,561971.9,1.28,0.0,0.0,0.0,0.0,45.8,32.01,139.73,31.49,139.73,140.17,18.39,16.87,12.10
1000000,4,10,8,2,160000,160000,20000,trie-miss,1175143.9,16944.5,340394955.2,3259384.13,340394.4,3259.42,1000000.0,0.0,339.9,3.29,2234044.8,53.01,4501984.6,54056.61,1328175.9,34472.67,561972.4,1.08,0.0,0.0,0.0,0.0,29.7,23.91,104.71,25.49,104.71,105.01,18.39,13.34,13.75
1000000,4,10,10,1,100000,100000,10000,hybrid-global,958934.5,61215.4,146946769.7,2263269.81,146946.3,2263.19,1000000.0,0.0,146.3,2.24,1888535.6,51.16,3944126.3,149336.12,1176252.0,132954.39,474664.7,0.9,0.0,0.0,0.0,0.0,21.0,9.44,-4.03,8.61,-4.03,-4.19,1.15,4.52,6.12
1000000,4,10,10,1,100000,100000,10000,hybrid-hit,1026047.2,18052.98,234757637.6,1567082.62,234757.1,1567.1,1000000.0,0.0,234.2,1.5,1978636.8,59.34,4187775.8,37786.04,1160626.5,44512.01,497714.7,0.59,0.0,0.0,0.0,0.0,16.5,8.18,53.32,16.21,53.32,53.37,5.97,10.98,4.71
1000000,4,10,10,1,100000,100000,10000,hybrid-miss,1010826.0,19915.32,221491364.5,964092.8,221490.9,963.96,1000000.0,0.0,221.0,0.95,1978639.2,83.31,4162699.7,52367.4,1174282.2,37207.83,497714.3,0.76,0.0,0.0,0.0,0.0,23.2,19.6,44.65,14.48,44.65,44.73,5.97,10.31,5.95
1000000,4,10,10,1,100000,100000,10000,original-global,882939.2,17704.05,153119168.8,1128399.33,153118.7,1128.29,1000000.0,0.0,152.7,1.17,1867098.0,70.62,3773602.9,75951.42,1108373.7,56680.84,469331.8,1.11,0.0,0.0,0.0,0.0,40.8,13.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000000,4,10,10,1,100000,100000,10000,linear-global,871762.4,12103.24,150856703.2,1322646.71,150856.2,1322.64,1000000.0,0.0,150.3,1.43,1871558.4,68.18,3785330.6,40191.4,1122091.1,36456.78,470434.1,0.86,0.0,0.0,0.0,0.0,52.3,20.32,-1.48,-1.27,-1.48,-1.57,0.24,0.31,1.24
1000000,4,10,10,1,100000,100000,10000,linear-hit,977939.8,12916.31,236237730.8,2214129.68,236237.3,2214.04,1000000.0,0.0,235.8,2.36,1961551.2,63.15,4178618.7,48760.18,1150252.7,49508.36,493435.6,0.97,0.0,0.0,0.0,0.0,47.8,27.18,54.28,10.76,54.28,54.42,5.06,10.73,3.78
1000000,4,10,10,1,100000,100000,10000,linear-miss,963932.7,18069.35,224084410.5,1648410.61,224083.7,1648.42,1000000.0,0.0,223.5,1.55,1961573.2,93.51,4147506.7,62838.34,1142224.5,46260.1,493436.0,1.07,0.0,0.0,0.0,0.0,45.6,19.32,46.35,9.17,46.35,46.37,5.06,9.91,3.05
1000000,4,10,10,1,100000,100000,10000,trie-global,946731.6,34790.9,159146125.1,1131825.08,159145.7,1131.75,1000000.0,0.0,158.5,1.08,1888123.6,68.2,3875402.3,61178.02,1149319.7,43463.37,474581.4,0.69,0.0,0.0,0.0,0.0,38.9,17.83,3.94,7.23,3.94,3.80,1.13,2.70,3.69
1000000,4,10,10,1,100000,100000,10000,trie-hit,1129353.7,36950.7,323413295.8,13121495.16,323412.7,13121.6,1000000.0,0.0,322.8,13.08,2061610.0,52.05,4239437.8,61755.87,1264648.8,64728.02,518447.3,0.9,0.0,0.0,0.0,0.0,53.0,48.51,111.22,27.91,111.22,111.39,10.42,12.34,14.10
1000000,4,10,10,1,100000,100000,10000,trie-miss,1060095.0,22060.31,260996725.3,7551818.85,260996.3,7551.75,1000000.0,0.0,260.5,7.59,2061573.2,29.4,4185915.4,60526.78,1228120.9,45532.25,518447.4,0.69,0.0,0.0,0.0,0.0,50.3,45.97,70.45,20.06,70.45,70.60,10.42,10.93,10.80
1000000,4,10,10,2,200000,200000,20000,hybrid-global,969880.5,18934.41,160471780.9,1175343.16,160471.3,1175.19,1000000.0,0.0,159.9,1.09,1917467.6,47.27,3971783.0,58938.7,1147013.0,65544.13,481997.8,0.56,0.0,0.0,0.0,0.0,10.2,2.18,-1.16,6.79,-1.16,-1.30,1.61,3.48,1.84
1000000,4,10,10,2,200000,200000,20000,hybrid-hit,1072434.7,15591.97,260747748.4,1939696.51,260747.3,1939.57,1000000.0,0.0,260.2,2.05,2097930.8,54.82,4693744.3,93571.66,1266323.0,113849.01,528098.4,1.13,0.0,0.0,0.0,0.0,11.1,1.98,60.61,18.08,60.61,60.62,11.17,22.30,12.43
1000000,4,10,10,2,200000,200000,20000,hybrid-miss,1081441.3,50692.9,246890037.4,6279069.99,246889.6,6278.95,1000000.0,0.0,246.5,6.36,2097899.2,67.95,4683074.0,161100.48,1262821.0,68499.3,528098.1,0.79,0.0,0.0,0.0,0.0,10.2,1.38,52.07,19.07,52.07,52.16,11.17,22.02,12.12
1000000,4,10,10,2,200000,200000,20000,original-global,908254.1,13101.32,162349906.4,719777.81,162349.4,719.74,1000000.0,0.0,162.0,0.75,1887057.6,75.38,3838042.4,38590.73,1126280.2,25085.02,474390.8,0.81,0.0,0.0,0.0,0.0,11.2,4.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000000,4,10,10,2,200000,200000,20000,linear-global,913923.3,16710.23,162255844.5,963561.09,162255.4,963.56,1000000.0,0.0,161.8,0.94,1895733.2,80.71,3953609.5,48301.37,1165501.7,73251.03,476595.7,0.76,0.0,0.0,0.0,0.0,29.7,23.12,-0.06,0.62,-0.06,-0.12,0.46,3.01,3.48
1000000,4,10,10,2,200000,200000,20000,linear-hit,1034524.0,33344.1,258488785.0,3924636.45,258488.3,3924.6,1000000.0,0.0,258.0,3.86,2075630.4,52.88,4654838.8,122550.04,1298180.6,122527.9,522537.7,0.76,0.0,0.0,0.0,0.0,23.2,18.82,59.22,13.90,59.22,59.26,9.99,21.28,15.26
1000000,4,10,10,2,200000,200000,20000,linear-miss,1009694.0,12428.91,245431761.4,1956897.47,245431.3,1957.02,1000000.0,0.0,244.9,1.89,2075633.2,74.56,4577478.1,65498.94,1212133.0,52660.71,522537.6,1.23,0.0,0.0,0.0,0.0,21.4,10.66,51.17,11.17,51.17,51.17,9.99,19.27,7.62
1000000,4,10,10,2,200000,200000,20000,trie-global,958971.4,10811.67,173338251.2,1404800.54,173337.7,1404.72,1000000.0,0.0,172.9,1.37,1916114.4,76.66,3946204.0,40021.35,1156087.4,45087.84,481685.8,1.0,0.0,0.0,0.0,0.0,14.6,12.12,6.77,5.58,6.77,6.73,1.54,2.82,2.65
1000000,4,10,10,2,200000,200000,20000,trie-hit,1242402.0,23220.88,416362048.2,9570096.53,416361.6,9570.01,1000000.0,0.0,415.9,9.66,2263860.4,64.79,4714661.7,91781.85,1344411.9,51574.37,569584.6,0.84,0.0,0.0,0.0,0.0,28.6,14.21,156.46,36.79,156.46,156.73,19.97,22.84,19.37
1000000,4,10,10,2,200000,200000,20000,trie-miss,1199427.1,12542.18,355727164.5,3140676.46,355726.7,3140.69,1000000.0,0.0,355.3,3.09,2263854.4,78.46,4664955.6,55617.85,1354726.2,62568.08,569584.4,0.9,0.0,0.0,0.0,0.0,29.0,16.49,119.11,32.06,119.11,119.32,19.97,21.55,20.28
1000000,4,10,12,1,120000,120000,10000,hybrid-global,970679.4,35270.5,150368978.3,3599745.21,150368.5,3599.76,1000000.0,0.0,149.9,3.7,1888466.0,52.07,3954938.3,79391.61,1341380.6,120317.44,474664.3,0.96,0.0,0.0,0.0,0.0,42.8,15.54,-2.28,6.89,-2.28,-2.15,1.15,2.47,4.60
1000000,4,10,12,1,120000,120000,10000,hybrid-hit,1083541.6,26390.34,255191101.8,4243013.45,255190.5,4243.01,1000000.0,0.0,254.6,4.2,1993622.0,61.81,4408396.7,76832.64,1423075.2,116365.04,501516.7,1.07,0.0,0.0,0.0,0.0,58.8,8.39,65.84,19.31,65.84,66.19,6.78,14.21,10.98
1000000,4,10,12,1,120000,120000,10000,hybrid-miss,1048731.4,21350.26,238123023.0,2961507.67,238122.4,2961.52,1000000.0,0.0,237.6,2.85,1993646.8,36.24,4379963.9,84721.11,1374167.4,109918.42,501517.0,0.75,0.0,0.0,0.0,0.0,50.6,15.49,54.75,15.48,54.75,55.09,6.78,13.48,7.16
1000000,4,10,12,1,120000,120000,10000,original-global,908140.5,26001.88,153874665.6,1605972.13,153874.1,1605.99,1000000.0,0.0,153.2,1.57,1867087.6,88.13,3859786.8,69954.47,1282335.4,113837.1,469333.1,1.28,0.0,0.0,0.0,0.0,11.7,2.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000000,4,10,12,1,120000,120000,10000,linear-global,870700.2,15220.6,150058065.0,593540.04,150057.7,593.48,1000000.0,0.0,149.5,0.61,1871582.0,92.81,3802767.4,48086.86,1104841.3,43044.42,470434.6,1.4,0.0,0.0,0.0,0.0,35.4,13.02,-2.48,-4.12,-2.48,-2.42,0.24,-1.48,-13.84
1000000,4,10,12,1,120000,120000,10000,linear-hit,1000424.9,25668.57,250388455.2,2990601.12,250388.0,2990.62,1000000.0,0.0,249.9,2.87,1976505.6,25.31,4269044.6,92972.83,1237747.8,100926.5,497239.3,1.17,0.0,0.0,0.0,0.0,42.7,16.11,62.72,10.16,62.72,63.12,5.86,10.60,-3.48
1000000,4,10,12,1,120000,120000,10000,linear-miss,963573.2,15310.41,236642353.2,849923.11,236641.8,849.88,1000000.0,0.0,236.2,0.94,1976379.6,81.74,4167094.6,45293.13,1175921.1,51010.49,497238.4,1.18,0.0,0.0,0.0,0.0,42.7,18.63,53.79,6.10,53.79,54.18,5.85,7.96,-8.30
1000000,4,10,12,1,120000,120000,10000,trie-global,946763.9,21957.11,160314516.6,2332342.39,160314.1,2332.47,1000000.0,0.0,159.8,2.26,1888084.0,69.81,3883285.9,59905.62,1097676.3,43840.16,474579.6,0.84,0.0,0.0,0.0,0.0,31.1,34.63,4.19,4.25,4.19,4.31,1.12,0.61,-14.40
1000000,4,10,12,1,120000,120000,10000,trie-hit,1111589.6,19695.34,315003142.0,1697716.56,315002.8,1697.76,1000000.0,0.0,314.4,1.66,2076553.6,42.44,4310765.0,64580.42,1198869.1,41151.67,522249.2,0.81,0.0,0.0,0.0,0.0,25.7,17.17,104.71,22.40,104.71,105.22,11.22,11.68,-6.51
1000000,4,10,12,1,120000,120000,10000,trie-miss,1053858.5,12426.75,256606382.8,1714465.64,256605.9,1714.4,1000000.0,0.0,256.0,1.85,2076542.0,60.34,4271398.3,44574.45,1167930.5,32697.82,522249.1,1.09,0.0,0.0,0.0,0.0,22.7,13.47,66.76,16.05,66.76,67.10,11.22,10.66,-8.92
1000000,4,10,12,2,240000,240000,20000,hybrid-global,954132.4,22102.42,160321883.3,1085416.62,160321.4,1085.31,1000000.0,0.0,159.7,1.12,1917416.8,67.49,3936933.3,74384.93,1219020.8,89930.85,481999.2,1.21,0.0,0.0,0.0,0.0,48.1,13.64,-1.35,5.73,-1.35,-1.42,1.61,3.54,7.73
1000000,4,10,12,2,240000,240000,20000,hybrid-hit,1113942.8,29586.94,279045566.2,4565291.16,279045.2,4565.33,1000000.0,0.0,278.6,4.55,2127628.4,63.3,4816372.9,105003.92,1446621.6,147456.28,535704.7,0.48,0.0,0.0,0.0,0.0,52.5,19.39,71.70,23.44,71.71,71.98,12.75,26.67,27.85
1000000,4,10,12,2,240000,240000,20000,hybrid-miss,1091204.9,21920.03,259261984.1,2346943.1,259261.5,2347.03,1000000.0,0.0,258.7,2.46,2127589.2,49.8,4794388.8,105077.87,1331634.5,105263.18,535704.5,0.7,0.0,0.0,0.0,0.0,64.6,18.3,59.53,20.92,59.53,59.69,12.75,26.09,17.68
1000000,4,10,12,2,240000,240000,20000,original-global,902399.3,21862.94,162514588.6,1209994.72,162514.1,1210.13,1000000.0,0.0,162.0,1.39,1887040.0,72.82,3802209.7,43170.28,1131533.4,37739.32,474390.2,1.06,0.0,0.0,0.0,0.0,19.2,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000000,4,10,12,2,240000,240000,20000,linear-global,922720.4,30454.52,162509489.3,2407538.77,162509.0,2407.63,1000000.0,0.0,162.0,2.36,1895780.8,81.02,3997534.0,85202.71,1172639.4,112199.17,476598.3,0.76,0.0,0.0,0.0,0.0,30.1,17.31,-0.00,2.25,-0.00,0.00,0.46,5.14,3.63
1000000,4,10,12,2,240000,240000,20000,linear-hit,1044390.0,24730.44,271562207.7,3753706.32,271561.7,3753.63,1000000.0,0.0,271.2,3.86,2105346.0,54.01,4763603.8,61562.24,1332081.6,120556.01,530144.8,1.34,0.0,0.0,0.0,0.0,24.4,12.69,67.10,15.73,67.10,67.41,11.57,25.29,17.72
1000000,4,10,12,2,240000,240000,20000,linear-miss,1065276.4,49711.44,263220458.0,8481473.18,263219.9,8481.44,1000000.0,0.0,262.6,8.51,2105318.4,60.13,4858278.6,180584.06,1401639.3,153411.02,530144.5,0.97,0.0,0.0,0.0,0.0,76.0,119.77,61.97,18.05,61.97,62.10,11.57,27.78,23.87
1000000,4,10,12,2,240000,240000,20000,trie-global,951069.3,12677.38,172242965.5,1106940.09,172242.5,1106.97,1000000.0,0.0,171.8,1.11,1916042.4,51.43,3997584.0,40964.38,1100364.1,46108.53,481685.4,1.08,0.0,0.0,0.0,0.0,53.2,12.07,5.99,5.39,5.99,6.05,1.54,5.14,-2.75
1000000,4,10,12,2,240000,240000,20000,trie-hit,1226778.6,15111.76,413417766.9,2024825.94,413417.3,2024.83,1000000.0,0.0,413.0,1.99,2293619.2,51.64,4868432.1,66430.27,1309932.2,35199.99,577187.7,0.9,0.0,0.0,0.0,0.0,64.2,10.91,154.39,35.95,154.39,154.94,21.55,28.04,15.77
1000000,4,10,12,2,240000,240000,20000,trie-miss,1198839.1,20244.11,358077900.4,7337991.89,358077.4,7337.93,1000000.0,0.0,357.6,7.46,2293695.6,44.97,4805828.2,81664.06,1342515.0,66008.49,577188.7,1.22,0.0,0.0,0.0,0.0,61.6,17.2,120.34,32.85,120.34,120.74,21.55,26.40,18.65
1000000,4,10,14,1,140000,140000,10000,hybrid-global,917548.5,11431.76,145907571.3,532529.74,145907.1,532.62,1000000.0,0.0,145.3,0.59,1888486.0,59.52,3854108.6,43258.84,1114450.5,86651.59,474663.3,0.68,0.0,0.0,0.0,0.0,41.8,16.33,-4.66,3.77,-4.66,-4.78,1.14,2.00,-9.98
1000000,4,10,14,1,140000,140000,10000,hybrid-hit,1039789.3,14524.62,263448951.1,1018861.53,263448.6,1018.92,1000000.0,0.0,262.9,1.04,2008469.2,48.82,4318789.6,72733.97,1202964.9,73187.68,505316.6,0.77,0.0,0.0,0.0,0.0,55.8,19.16,72.15,17.60,72.15,72.28,7.57,14.29,-2.83
1000000,4,10,14,1,140000,140000,10000,hybrid-miss,1024061.0,13100.54,247663217.6,752144.51,247662.5,752.11,1000000.0,0.0,247.3,0.68,2008481.2,60.2,4333540.1,88502.91,1165546.9,65994.52,505317.1,1.14,0.0,0.0,0.0,0.0,50.2,18.4,61.84,15.82,61.84,62.06,7.57,14.68,-5.85
1000000,4,10,14,1,140000,140000,10000,original-global,884204.6,21707.26,153033169.0,905238.09,153032.7,905.17,1000000.0,0.0,152.6,0.84,1867170.8,59.5,3778698.9,63744.71,1238025.5,100902.51,469332.7,0.68,0.0,0.0,0.0,0.0,21.8,13.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000000,4,10,14,1,140000,140000,10000,linear-global,869147.8,14118.96,150114214.0,658875.99,150113.7,658.89,1000000.0,0.0,149.7,0.68,1871570.4,66.57,3789961.7,54123.09,1124802.5,54619.19,470431.3,0.96,0.0,0.0,0.0,0.0,12.6,4.09,-1.91,-1.70,-1.91,-1.90,0.24,0.30,-9.15
1000000,4,10,14,1,140000,140000,10000,linear-hit,1036582.1,28383.58,273850850.0,2831239.49,273850.3,2831.29,1000000.0,0.0,273.4,2.76,1991235.2,66.57,4357272.3,64175.34,1223001.3,120992.92,501036.4,0.97,0.0,0.0,0.0,0.0,15.1,4.59,78.95,17.23,78.95,79.16,6.64,15.31,-1.21
1000000,4,10,14,1,140000,140000,10000,linear-miss,993655.7,17300.33,252004034.5,1951136.9,252003.6,1951.08,1000000.0,0.0,251.6,1.85,1991309.6,56.91,4269231.5,57796.27,1218436.1,95096.88,501037.1,0.86,0.0,0.0,0.1,0.23,15.9,2.93,64.67,12.38,64.67,64.88,6.65,12.98,-1.58
1000000,4,10,14,1,140000,140000,10000,trie-global,924115.1,7876.51,158835157.9,526936.31,158834.6,526.86,1000000.0,0.0,158.4,0.6,1888090.8,87.77,3858154.2,48457.62,1096744.1,49168.18,474581.4,0.97,0.0,0.0,0.0,0.0,12.8,3.8,3.79,4.51,3.79,3.80,1.12,2.10,-11.41
1000000,4,10,14,1,140000,140000,10000,trie-hit,1101591.0,5807.69,321083842.3,1594711.84,321083.3,1594.71,1000000.0,0.0,320.5,1.66,2091390.8,59.1,4323647.8,39145.99,1253419.2,39184.5,526051.9,1.04,0.0,0.0,0.0,0.0,12.5,2.68,109.81,24.59,109.81,110.03,12.01,14.42,1.24
1000000,4,10,14,1,140000,140000,10000,trie-miss,1047040.9,7193.07,260617454.5,1745151.53,260617.0,1745.1,1000000.0,0.0,260.2,1.87,2091376.8,55.26,4245554.4,27374.74,1245320.3,30535.41,526051.9,0.86,0.0,0.0,0.0,0.0,16.0,5.2,70.30,18.42,70.30,70.51,12.01,12.35,0.59
1000000,4,10,14,2,280000,280000,20000,hybrid-global,964213.0,11582.3,162224414.7,897560.03,162223.9,897.67,1000000.0,0.0,161.7,1.07,1917428.8,64.26,4019750.0,45175.02,1192025.2,33944.6,481997.6,0.77,0.0,0.0,0.0,0.0,58.0,3.8,-1.06,7.50,-1.06,-0.98,1.61,3.54,1.07
1000000,4,10,14,2,280000,280000,20000,hybrid-hit,1121546.4,8659.58,294778537.0,1274382.78,294778.1,1274.36,1000000.0,0.0,294.3,1.31,2157439.2,75.37,4991671.7,60291.33,1348999.5,63668.63,543305.2,1.06,0.0,0.0,0.0,0.0,72.4,4.42,79.78,25.04,79.78,80.22,14.33,28.58,14.38
1000000,4,10,14,2,280000,280000,20000,hybrid-miss,1113048.1,10574.67,276647230.8,1426294.15,276646.8,1426.25,1000000.0,0.0,276.1,1.49,2157398.8,71.77,4990064.3,62766.76,1324760.5,49862.75,543305.0,1.17,0.0,0.0,0.0,0.0,72.0,6.02,68.72,24.09,68.72,69.08,14.33,28.54,12.33
1000000,4,10,14,2,280000,280000,20000,original-global,896977.1,5750.05,163967771.8,501507.2,163967.2,501.46,1000000.0,0.0,163.3,0.48,1887006.4,55.73,3882177.0,41860.28,1179351.5,31180.66,474389.3,0.48,0.0,0.0,0.0,0.0,55.6,5.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000000,4,10,14,2,280000,280000,20000,linear-global,883143.4,6500.61,160469096.9,418594.37,160468.6,418.6,1000000.0,0.0,160.0,0.48,1895723.6,95.54,3865828.9,43082.11,1145745.7,37684.59,476597.2,1.16,0.0,0.0,0.0,0.0,71.7,17.37,-2.13,-1.54,-2.13,-2.02,0.46,-0.42,-2.85
1000000,4,10,14,2,280000,280000,20000,linear-hit,1052751.1,9243.78,293447521.2,1177904.28,293447.0,1177.88,1000000.0,0.0,292.9,1.14,2135080.0,92.03,4862276.2,54248.03,1246810.5,52394.38,537745.5,0.97,0.0,0.0,0.0,0.0,78.7,10.5,78.97,17.37,78.97,79.36,13.15,25.25,5.72
1000000,4,10,14,2,280000,280000,20000,linear-miss,1034689.3,12407.25,272748129.2,2474972.07,272747.6,2474.89,1000000.0,0.0,272.2,2.56,2135084.4,91.54,4845879.6,41057.05,1249963.4,46851.7,537744.8,1.21,0.0,0.0,0.0,0.0,88.1,20.31,66.34,15.35,66.34,66.69,13.15,24.82,5.99
1000000,4,10,14,2,280000,280000,20000,trie-global,985945.4,19013.75,176228862.9,1540320.25,176228.5,1540.36,1000000.0,0.0,175.6,1.55,1916150.8,71.84,4053637.0,69730.15,1265619.1,93706.48,481686.4,1.27,0.0,0.0,0.0,0.0,59.7,3.37,7.48,9.92,7.48,7.53,1.54,4.42,7.31
1000000,4,10,14,2,280000,280000,20000,trie-hit,1302353.7,26938.89,445672060.1,13304711.53,445671.6,13304.75,1000000.0,0.0,445.2,13.24,2323372.4,53.06,5123232.8,62024.25,1526063.8,123385.39,584791.4,0.6,0.0,0.0,0.0,0.0,75.9,4.35,171.80,45.19,171.81,172.63,23.12,31.97,29.40
1000000,4,10,14,2,280000,280000,20000,trie-miss,1267577.2,33077.41,385236106.4,13716728.21,385235.6,13716.75,1000000.0,0.0,384.9,13.76,2323371.2,43.18,5056068.3,67949.43,1515956.1,115316.36,584791.3,0.83,0.0,0.0,0.0,0.0,74.8,4.96,134.95,41.32,134.95,135.70,23.12,30.24,28.54
1000000,4,10,16,1,160000,160000,10000,hybrid-global,939015.7,16497.76,147123120.1,1269137.76,147122.7,1269.08,1000000.0,0.0,146.7,1.31,1888440.4,91.7,3890139.8,29619.92,1186638.9,58011.0,474663.7,0.59,0.0,0.0,0.0,0.0,91.1,10.25,-3.82,8.20,-3.82,-3.80,1.15,3.40,2.44
1000000,4,10,16,1,160000,160000,10000,hybrid-hit,1084100.4,34527.73,283841702.2,4737932.84,283841.2,4737.98,1000000.0,0.0,283.4,4.72,2023407.2,65.41,4504237.3,143033.05,1243743.6,62743.6,509119.8,0.81,0.0,0.0,0.0,0.0,93.9,12.12,85.55,24.92,85.55,85.84,8.38,19.73,7.37
1000000,4,10,16,1,160000,160000,10000,hybrid-miss,1081916.5,29569.96,264533265.7,2059365.1,264532.7,2059.35,1000000.0,0.0,264.0,2.16,2023373.2,46.14,4464251.0,72632.62,1292480.0,91572.31,509119.4,0.69,0.0,0.0,0.0,0.0,97.7,10.33,72.93,24.67,72.93,73.11,8.37,18.66,11.58
1000000,4,10,16,1,160000,160000,10000,original-global,867856.1,5849.96,152973539.0,652662.07,152973.0,652.68,1000000.0,0.0,152.5,0.7,1867025.6,111.72,3762143.8,51063.04,1158338.9,46296.36,469331.3,0.9,0.0,0.0,0.0,0.0,58.6,5.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1000000,4,10,16,1,160000,160000,10000,linear-global,858670.9,9934.18,150090553.2,694768.45,150089.9,694.83,1000000.0,0.0,149.6,0.77,1871527.6,79.52,3775122.9,60634.48,1123901.5,34193.18,470433.3,0.83,0.0,0.0,0.0,0.0,52.3,2.05,-1.88,-1.06,-1.88,-1.90,0.24,0.34,-2.97
1000000,4,10,16,1,160000,160000,10000,linear-hit,1007375.8,6934.07,283878050.9,703224.34,283877.5,703.29,1000000.0,0.0,283.5,0.77,2006228.0,46.29,4377427.9,37380.45,1164533.8,36328.8,504840.4,0.6,0.0,0.0,0.0,0.0,61.2,3.2,85.57,16.08,85.57,85.90,7.46,16.35,0.53
1000000,4,10,16,1,160000,160000,10000,linear-miss,1002644.7,11000.79,274233758.6,1269038.88,274233.4,1269.09,1000000.0,0.0,273.6,1.36,2006243.2,81.54,4338676.1,21121.81,1213045.7,64620.31,504841.0,0.95,0.0,0.0,0.0,0.0,65.6,9.12,79.27,15.53,79.27,79.41,7.46,15.32,4.72
1000000,4,10,16,1,160000,160000,10000,trie-global,927539.2,12582.31,160044627.2,1180540.29,160044.1,1180.48,1000000.0,0.0,159.5,1.13,1888087.6,68.38,3893428.1,46284.5,1144422.1,43592.08,474581.7,1.26,0.0,0.0,0.0,0.0,58.7,4.23,4.62,6.88,4.62,4.59,1.13,3.49,-1.20
